"cod6","ano","agente","casos","populacao","fonte_populacao","populacao_unica","incid_100k","incid_100k_pop2024","incid_eb_100k","incid_pad_100k"
"330020",2025,"vsr",33,137906,"Estimativa da população residente, 1º de julho de 2025",137773,23.9293431757864,23.9524435121541,23.7725552656081,22.7371354299628
"330022",2022,"influenza",0,11828,"Censo 2022, população residente (data de referência 01/08/2022)",12236,0,0,1.3431149246256,0
"330022",2023,"influenza",2,12023,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",12236,16.6347833319471,16.34521085322,7.39667353865757,15.0237765645747
"330022",2024,"influenza",1,12236,"Estimativa da população residente, 1º de julho de 2024",12236,8.17260542661,8.17260542661,9.49114494355122,7.0610020404584
"330022",2025,"influenza",0,12239,"Estimativa da população residente, 1º de julho de 2025",12236,0,0,7.44455872863557,0
"330022",2022,"sarscov2",14,11828,"Censo 2022, população residente (data de referência 01/08/2022)",12236,118.363205951978,114.41647597254,115.586229403031,118.745845671357
"330022",2023,"sarscov2",3,12023,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",12236,24.9521749979207,24.51781627983,24.7973152316045,24.7087122776215
"330022",2024,"sarscov2",2,12236,"Estimativa da população residente, 1º de julho de 2024",12236,16.34521085322,16.34521085322,14.6445342901286,17.5406766137118
"330022",2025,"sarscov2",0,12239,"Estimativa da população residente, 1º de julho de 2025",12236,0,0,5.09916188020616,0
"330022",2022,"vsr",0,11828,"Censo 2022, população residente (data de referência 01/08/2022)",12236,0,0,5.13635725605755,0
"330022",2023,"vsr",1,12023,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",12236,8.31739166597355,8.17260542661,6.75929088588485,7.01353863448192
"330022",2024,"vsr",0,12236,"Estimativa da população residente, 1º de julho de 2024",12236,0,0,8.78239336991379,0
"330022",2025,"vsr",2,12239,"Estimativa da população residente, 1º de julho de 2025",12236,16.3412043467604,16.34521085322,19.3444408665973,13.7795203860407
"330023",2022,"influenza",0,40006,"Censo 2022, população residente (data de referência 01/08/2022)",42442,0,0,0.656940885780686,0
"330023",2023,"influenza",1,41168,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",42442,2.42907112320249,2.35615663729325,3.14664489701592,2.30931316790356
"330023",2024,"influenza",2,42442,"Estimativa da população residente, 1º de julho de 2024",42442,4.71231327458649,4.71231327458649,6.91348062820366,6.58161492670432
"330023",2025,"influenza",1,42527,"Estimativa da população residente, 1º de julho de 2025",42442,2.35144731582289,2.35615663729325,5.08543665644761,4.33294368807889
"330023",2022,"sarscov2",15,40006,"Censo 2022, população residente (data de referência 01/08/2022)",42442,37.4943758436235,35.3423495593987,41.7940368463587,49.6829702885674
"330023",2023,"sarscov2",0,41168,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",42442,0,0,2.84609642861216,0
"330023",2024,"sarscov2",3,42442,"Estimativa da população residente, 1º de julho de 2024",42442,7.06846991187974,7.06846991187974,8.65340844678477,9.96776142190783
"330023",2025,"sarscov2",4,42527,"Estimativa da população residente, 1º de julho de 2025",42442,9.40578926329156,9.42462654917299,7.72453541941353,11.0981696101192
"330023",2022,"vsr",1,40006,"Censo 2022, população residente (data de referência 01/08/2022)",42442,2.49962505624156,2.35615663729325,4.48172432697615,2.33245526195366
"330023",2023,"vsr",0,41168,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",42442,0,0,1.51100653645218,0
"330023",2024,"vsr",0,42442,"Estimativa da população residente, 1º de julho de 2024",42442,0,0,5.36861131396279,0
"330023",2025,"vsr",3,42527,"Estimativa da população residente, 1º de julho de 2025",42442,7.05434194746867,7.06846991187974,10.6225065154679,6.66522007670951
"330025",2022,"influenza",0,30986,"Censo 2022, população residente (data de referência 01/08/2022)",32794,0,0,0.785380005735427,0
"330025",2023,"influenza",0,31849,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",32794,0,0,2.05820500559873,0
"330025",2024,"influenza",1,32794,"Estimativa da população residente, 1º de julho de 2024",32794,3.04933829359029,3.04933829359029,6.38305883285561,3.30303269584988
"330025",2025,"influenza",4,32822,"Estimativa da população residente, 1º de julho de 2025",32794,12.1869477789288,12.1973531743612,13.1194082737413,12.3128473214728
"330025",2022,"sarscov2",5,30986,"Censo 2022, população residente (data de referência 01/08/2022)",32794,16.1363196282192,15.2466914679515,23.3408945759485,15.8468572787724
"330025",2023,"sarscov2",4,31849,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",32794,12.559264027128,12.1973531743612,14.2897742264337,12.4180020521235
"330025",2024,"sarscov2",1,32794,"Estimativa da população residente, 1º de julho de 2024",32794,3.04933829359029,3.04933829359029,6.2002841628854,3.41075142460386
"330025",2025,"sarscov2",0,32822,"Estimativa da população residente, 1º de julho de 2025",32794,0,0,3.84710730559416,0
"330025",2022,"vsr",1,30986,"Censo 2022, população residente (data de referência 01/08/2022)",32794,3.22726392564384,3.04933829359029,5.16329399580857,3.262499677674
"330025",2023,"vsr",0,31849,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",32794,0,0,1.80888726190534,0
"330025",2024,"vsr",2,32794,"Estimativa da população residente, 1º de julho de 2024",32794,6.09867658718058,6.09867658718058,9.06819006174849,6.18317101821808
"330025",2025,"vsr",3,32822,"Estimativa da população residente, 1º de julho de 2025",32794,9.14021083419658,9.14801488077087,12.8633503881861,9.2578979155399
"330030",2022,"influenza",2,92883,"Censo 2022, população residente (data de referência 01/08/2022)",98501,2.15324655749707,2.030436239226,2.18669250559795,2.04208012081535
"330030",2023,"influenza",8,95564,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",98501,8.37135322924951,8.12174495690399,7.2573366796043,8.16498777504828
"330030",2024,"influenza",45,98501,"Estimativa da população residente, 1º de julho de 2024",98501,45.684815382585,45.684815382585,37.3640531837711,45.4956909016488
"330030",2025,"influenza",28,98506,"Estimativa da população residente, 1º de julho de 2025",98501,28.4246644874424,28.426107349164,27.2101319387487,27.7994925328073
"330030",2022,"sarscov2",208,92883,"Censo 2022, população residente (data de referência 01/08/2022)",98501,223.937641979695,211.165368879504,220.449778821139,213.679174041826
"330030",2023,"sarscov2",44,95564,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",98501,46.0424427608723,44.6695972629719,44.8832470378557,43.755913584717
"330030",2024,"sarscov2",19,98501,"Estimativa da população residente, 1º de julho de 2024",98501,19.289144272647,19.289144272647,18.5021342169449,18.1162247869067
"330030",2025,"sarscov2",9,98506,"Estimativa da população residente, 1º de julho de 2025",98501,9.13649929953505,9.13696307651699,8.17659718361167,8.92664665801819
"330030",2022,"vsr",1,92883,"Censo 2022, população residente (data de referência 01/08/2022)",98501,1.07662327874853,1.015218119613,2.52658532317536,0.985094580259806
"330030",2023,"vsr",6,95564,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",98501,6.27851492193713,6.09130871767799,6.17653254302517,5.74474948086758
"330030",2024,"vsr",29,98501,"Estimativa da população residente, 1º de julho de 2024",98501,29.441325468777,29.441325468777,24.798105081818,27.851101553099
"330030",2025,"vsr",53,98506,"Estimativa da população residente, 1º de julho de 2025",98501,53.8038292083731,53.8065603394889,50.0654060485931,50.626028559687
"330040",2022,"influenza",2,169894,"Censo 2022, população residente (data de referência 01/08/2022)",181688,1.17720460993325,1.10078816432566,1.27663973514795,1.18251237969824
"330040",2023,"influenza",3,175521,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",181688,1.70919719007982,1.65118224648849,2.07878723649995,1.74895546247237
"330040",2024,"influenza",11,181688,"Estimativa da população residente, 1º de julho de 2024",181688,6.05433490379111,6.05433490379111,6.61738776504582,6.10456499447055
"330040",2025,"influenza",64,181679,"Estimativa da população residente, 1º de julho de 2025",181688,35.2269662426588,35.225221258421,34.1605347219092,34.8074661910509
"330040",2022,"sarscov2",120,169894,"Censo 2022, população residente (data de referência 01/08/2022)",181688,70.6322765959952,66.0472898595394,71.1648116664901,69.6266404323914
"330040",2023,"sarscov2",30,175521,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",181688,17.0919719007982,16.5118224648849,17.3125942071823,16.7295504698613
"330040",2024,"sarscov2",20,181688,"Estimativa da população residente, 1º de julho de 2024",181688,11.0078816432566,11.0078816432566,11.1741539495723,10.7663750028136
"330040",2025,"sarscov2",19,181679,"Estimativa da população residente, 1º de julho de 2025",181688,10.4580056032893,10.4574875610937,9.55154262639005,10.0928342401505
"330040",2022,"vsr",1,169894,"Censo 2022, população residente (data de referência 01/08/2022)",181688,0.588602304966626,0.550394082162829,1.54497390105189,0.588286922318967
"330040",2023,"vsr",1,175521,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",181688,0.569732396693273,0.550394082162829,0.97153480148675,0.569427124848073
"330040",2024,"vsr",6,181688,"Estimativa da população residente, 1º de julho de 2024",181688,3.30236449297697,3.30236449297697,4.68848053255004,3.28008348503394
"330040",2025,"vsr",6,181679,"Estimativa da população residente, 1º de julho de 2025",181688,3.30252808524926,3.30236449297697,4.57648810133831,3.35015262339924
"330045",2022,"influenza",3,483087,"Censo 2022, população residente (data de referência 01/08/2022)",518263,0.621006154170988,0.578856680874382,0.674847993874215,0.541138940846312
"330045",2023,"influenza",5,499871,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",518263,1.00025806658118,0.964761134790637,1.18892969125169,1.09946702511651
"330045",2024,"influenza",19,518263,"Estimativa da população residente, 1º de julho de 2024",518263,3.66609231220442,3.66609231220442,4.01409457337912,3.82173179989889
"330045",2025,"influenza",18,518384,"Estimativa da população residente, 1º de julho de 2025",518263,3.4723293928825,3.47314008524629,3.72461019880474,3.41292826278484
"330045",2022,"sarscov2",163,483087,"Censo 2022, população residente (data de referência 01/08/2022)",518263,33.7413343766237,31.4512129941748,34.1413806872348,38.3795641174233
"330045",2023,"sarscov2",21,499871,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",518263,4.20108387964095,4.05199676612068,4.41842432564092,4.72576247117887
"330045",2024,"sarscov2",12,518263,"Estimativa da população residente, 1º de julho de 2024",518263,2.31542672349753,2.31542672349753,2.61646871476374,2.54502561102462
"330045",2025,"sarscov2",17,518384,"Estimativa da população residente, 1º de julho de 2025",518263,3.27942220438902,3.28018785828817,3.55203820347628,3.34676984911093
"330045",2022,"vsr",12,483087,"Censo 2022, população residente (data de referência 01/08/2022)",518263,2.48402461668395,2.31542672349753,2.74972461668303,2.16983512800003
"330045",2023,"vsr",13,499871,"interpolação linear (peso 0.4771) entre 2022-08-01 e 2024-07-01",518263,2.60067097311106,2.50837895045566,2.68877717538323,2.29457078118177
"330045",2024,"vsr",41,518263,"Estimativa da população residente, 1º de julho de 2024",518263,7.91104130528322,7.91104130528322,8.16069575295238,6.9342992734141
